CÓDIGO,nombre_limpio,cantidad_base,unidad_base,CATEGORÍA
104548190,PLATO RESERVA TIERRA ESPRESSO LAVAZZA (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104548200,PLATO RESERVA TIERRA ESPRESSO LAVAZZA (CAJA 12),,,CAFE Y BEBIDAS CALIENTES
104537830,POCILLO SALSAS 2 OZ CANA DE AZUCAR (CAJA 2000),,,EMPAQUES
150000883,POLENTA DIVELLA 500 G (CAJA 16),500,g,ABARROTES
104519230,POLLO DESMECHADO 1 KG (CAJA 8),1,kg,CARNES
104548470,POLLO DESMECHADO TERIYAKI (CAJA 8),,,CARNES
104343100,"POLLO ENTERO 1,8 ARGENTINA CJ 18 KG (CAJA 10)",18,kg,CARNES
150001930,"POLLO ENTERO 1,9 ARGENTINA CJ 19 KG (CAJA 10)",19,kg,CARNES
105045650,POLLO GANSO CAT V VACIO BRASIL (CAJA),,,CARNES
105045530,POLLO GANSO CAT V VACIO PARAGUAY (CAJA),,,CARNES
104547000,POLVO DE HORNEAR 500 G (CAJA 20),500,g,REPOSTERIA
201700295,POP CORN CARAMELO MARCO POLO 14X250 G (CAJA 14),250,g,ABARROTES
104515110,"POROTO VERDE C FRANC IQF ARDO 2,5 KG (CAJA 4)","2,5",kg,FRUTAS Y VERDURAS CONGELADAS
104547460,POROTO VERDE CORTE FRANCES 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104520700,POROTO VERDE CORTE FRANCES ARDO 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104535170,POROTOS BLANCOS LOS GRANOS 1 KG (DISPLAY 10),1,kg,ABARROTES
104540470,POROTOS GRANADOS IQF MINUTO VERDE 1 KG (CAJA 15),1,kg,FRUTAS Y VERDURAS CONGELADAS
104535160,POROTOS HALLADOS LOS GRANOS 1 KG (DISPLAY 10),1,kg,ABARROTES
104535180,POROTOS NEGROS LOS GRANOS 1 KG (DISPLAY 10),1,kg,ABARROTES
104535190,POROTOS TORTOLA LOS GRANOS 1 KG (DISPLAY 10),1,kg,ABARROTES
104519500,PORTA CAPSULAS LAVAZZA (CAJA 1),,,CAFE Y BEBIDAS CALIENTES
104539020,PORTA SERVILLETA VERTICAL PREMIUM CAJA 2 (CAJA 2),,,CAFE Y BEBIDAS CALIENTES
104521360,POSTA NEGRA CAT V VACIO BRASIL (CAJA),,,CARNES
104343700,POSTA NEGRA CAT V VACIO PARAGUAY (CAJA),,,CARNES
104537610,POSTA ROSADA CAT U CONGELADA BRASIL <20K (CAJA),,,CARNES
150001978,POSTA ROSADA CAT V VACIO BRASIL (CAJA),,,CARNES
104527830,POUCH ATUN LOMITO AGUA ZANAFOODS 1 KG (CAJA 10),1,kg,CONSERVAS
104546930,POWERADE FROZEN BLAST 600 ML (DISPLAY 6),600,ml,BEBIDAS
104546920,POWERADE NARANJA 600 ML (DISPLAY 6),600,ml,BEBIDAS
104546940,POWERADE ROJO 600 ML (DISPLAY 6),600,ml,BEBIDAS
104538890,PRE MIX MUFFIN AMERICANO CHOCO CSM 25KG (SACO),25,kg,REPOSTERIA
104533410,PRE MIX MUFFIN AMERICANO CSM 25KG (SACO),25,kg,REPOSTERIA
100093730,PRENSA CAFE DINAMOMETRICA 25 KG (UNIDAD),25,kg,MAQUINAS Y REPUESTOS
104532370,PRIETA A LA CHILENA PF 1 KG (UNIDAD),1,kg,FIAMBRERIA
104549160,PRIETAS 1 KG (CAJA 8),1,kg,FIAMBRERIA
104544650,PRIMAVERA PREMIUM IQF ARDO 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104545030,PRIMAVERA VERDURAS 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104300530,"PRIMAVERA VERDURAS IQF ARDO 2,5 KG (CAJA 4)","2,5",kg,FRUTAS Y VERDURAS CONGELADAS
102400070,PRINGLES ORIGINAL 104G (CAJA 18),104,g,ABARROTES
104545320,"PROFITEROL BANADO CHOCOLATE 1,25 KG (CAJA)","1,25",kg,BOLLERÍA Y PASTELERIA
104545330,PROFITEROL CREMA 2 KG (CAJA),2,kg,BOLLERÍA Y PASTELERIA
104543870,PROFITEROL CREMA VAINILLA 4 KG (CAJA),4,kg,BOLLERÍA Y PASTELERIA
104543550,PROSCIUTTO CRUDO LAMINADO 500 GRS (CAJA 4),500,grs,FIAMBRERIA
104538560,PROSCIUTTO MATONELLA SIMONINI 3 5 KG (CAJA),5,kg,FIAMBRERIA
104518950,PULPA JUGO CHIRIMOYA C AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104544630,PULPA JUGO FRAMBUESA 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104519110,PULPA JUGO FRAMBUESA S AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104518910,PULPA JUGO FRUTILLA C AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104519510,PULPA JUGO LIMON S AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104549060,PULPA JUGO LIMON SUTIL 333 G (CAJA 20),333,g,FRUTAS Y VERDURAS CONGELADAS
104549070,PULPA JUGO LIMONADA FRAMBUESA 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104549080,PULPA JUGO LIMONADA MENTA JENGIBRE 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104518970,PULPA JUGO MANGO C AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104519120,PULPA JUGO MANGO S AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104544640,PULPA JUGO PINA 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104549090,PULPA MARACUYA C SEMILLAS S AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104524690,PULPA MARACUYA S SEMILLAS S AZUCAR 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104521430,PULPA PIERNA CERDO 1 16 IWP BRASIL 21 KG (CAJA),21,kg,CARNES
104537720,PULPA PIERNA CERDO MARINADA NAC 10 KG (CAJA),10,kg,CARNES
104523770,PUNTA DE GANSO CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104535290,PUNTA DE PICANA BRASIL CAT V (CAJA),,,CARNES
104518690,PUNTA PALETA CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104515380,PUNTA PICANA CAT V VACIO PARAGUAY (CAJA),,,CARNES
104541850,PUNTA PICANA CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104544750,"PURE DE PAPA CONGELADO AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104525460,PURE DE PAPA INSTANTANEO 1 KG (CAJA 6),1,kg,ABARROTES
150000158,PURE DE PAPAS EN ESCAMAS KNORR 2 KG (CAJA 5),2,kg,ABARROTES
150000003,PURE DE PAPAS MACROFOOD 1 KG (CAJA 10),1,kg,ABARROTES
104547400,QUEQUE LIMON FLOWPACK S GLUTEN 60 G (CAJA 48),60,g,BOLLERÍA Y PASTELERIA
150000008,QUESILLO COLUN 320 G (CAJA 18),320,g,QUESOS
150000714,QUESILLO COLUN S SAL 320 G (CAJA 18),320,g,QUESOS
103000900,QUESO AZUL SANTA FE 2 KG (CAJA),2,kg,QUESOS
104534980,QUESO BURRATA GRANAROLO 250 GR (CAJA 10),250,gr,QUESOS
104543200,QUESO CHEDDAR AMERICANO LAMINADO 272 GR (CAJA 12),272,gr,QUESOS
104540000,"QUESO CHEDDAR LAMINADO 1,92 KG (CAJA 2)","1,92",kg,QUESOS
104529870,"QUESO CHEDDAR LAMINADO LUNCHITAS 2,26 KG (CAJA 4)","2,26",kg,QUESOS
104540400,"QUESO COLBY JACK BARRA 2,72 KG (CAJA 2)","2,72",kg,QUESOS
104547910,QUESO COLBY JACK DESPUNTE (CAJA),,,QUESOS
104547860,QUESO COLBY JACK LAMINADO 500GR (CAJA 12),500,gr,QUESOS
104534790,"QUESO CREMA HAHN´S 1,36 KG (CAJA 10)","1,36",kg,QUESOS
104547160,"QUESO CREMA ZANAFOODS 1,36 KG (CAJA 10)","1,36",kg,QUESOS
104547650,"QUESO DE CABRA 1,6KG (UNIDAD)",,,QUESOS
104543610,QUESO DE CABRA MADURO 1 KG (CAJA 8),1,kg,QUESOS
104547220,"QUESO DE CABRA MADURO 3,5 KG (CAJA)","3,5",kg,QUESOS
104543620,QUESO DE CABRA MADURO LAMINADO 500 G (CAJA 8),500,g,QUESOS
104534990,QUESO FETA ROUSSAS GRANAROLO 200 GR (CAJA 12),200,gr,QUESOS
104533930,QUESO GAUDA GRANULADO 1 KG (CAJA 8),1,kg,QUESOS
104538530,QUESO GAUDA LAMINADO 500 GR (CAJA 12),500,gr,QUESOS
104519930,"QUESO GAUDA MOLFINO 3,9 KG (CAJA)","3,9",kg,QUESOS
104543170,QUESO GOURMET BALSAMIC BELLAVITANO 150 G (CAJA 12),150,g,QUESOS
104543180,QUESO GOURMET ESPRESSO BELLAVITANO 150 G (CAJA 12),150,g,QUESOS
104543160,QUESO GOURMET MERLOT BELLAVITANO 150 G (CAJA 12),150,g,QUESOS
104537650,"QUESO GOYA LA PAULINA 5,6 KG (CAJA)","5,6",kg,QUESOS
104537910,QUESO GRANA PADANO DOP GRANAROLO 200G (CAJA 8),200,g,QUESOS
104535300,QUESO GRANA PADANO GRANAROLO 1KG APROX (CAJA),1,kg,QUESOS
104535390,QUESO GRANA PADANO RUEDA GRANAROLO 39 KG (CAJA),39,kg,QUESOS
104535010,QUESO ITALIAN BLUE GRANAROLO 150 GR (CAJA 8),150,gr,QUESOS
104538820,"QUESO MANTECOSO BARRA 3,5 KG (CAJA)","3,5",kg,QUESOS
104535020,QUESO MASCARPONE GRANAROLO 500 GR (CAJA 12),500,gr,QUESOS
104535030,QUESO MOZZARELLA BOCCONCINI MINI 2 KG (CAJA 5),2,kg,QUESOS
104535040,QUESO MOZZARELLA BUFALA GRANAROLO 125 GR (CAJA 16),125,gr,QUESOS
104535050,QUESO MOZZARELLA CILIEGINE BUFALA 125 GR (CAJA 12),125,gr,QUESOS
104535060,QUESO MOZZARELLA CRUMBLE IQF 2 KG (CAJA 6),2,kg,QUESOS
104535070,QUESO MOZZARELLA FDL GRANAROLO 125 GR (CAJA 20),125,gr,QUESOS
104533900,QUESO MOZZARELLA GRANULADO 1 KG (CAJA 8),1,kg,QUESOS
104520790,"QUESO MOZZARELLA HEBRA LEPRINO 6,8 KG (CAJA 1)","6,8",kg,QUESOS
104543050,"QUESO MOZZARELLA LA PAULINA 3,5 KG (CAJA)","3,5",kg,QUESOS
104542850,QUESO MOZZARELLA LAMINADO 500 G (CAJA 12),500,g,QUESOS
104500500,"QUESO MOZZARELLA MOLFINO 3,5 KG (CAJA)","3,5",kg,QUESOS
104524090,"QUESO MOZZARELLA TREGGAR 2,7 KG (CAJA)","2,7",kg,QUESOS
104529560,QUESO PARMESANO CONAPROLE IMP 6 KG (CAJA),6,kg,QUESOS
104545290,QUESO PARMESANO HEBRA 500 GR (CAJA 10),500,gr,QUESOS
104545300,QUESO PARMESANO RALLADO 500 GR (CAJA 10),500,gr,QUESOS
104540420,QUESO PARMESANO RALLADO USA PREM 453GR (CAJA 12),453,gr,QUESOS
104537900,QUESO PARMIGIANO REGGIANO GRANAROLO 200G (CAJA 8),200,g,QUESOS
104535080,QUESO PECORINO ROMANO DOP GRANAROLO 150G (CAJA 12),150,g,QUESOS
104540390,"QUESO PEPPER JACK BARRA 2,73 KG (CAJA 2)","2,73",kg,QUESOS
104547920,QUESO PEPPER JACK DESPUNTE (CAJA),,,QUESOS
104547850,QUESO PEPPER JACK LAMINADO 500GR (CAJA 12),500,gr,QUESOS
104535090,QUESO PROVOLONE GRANAROLO 5 KG (CAJA),5,kg,QUESOS
104535100,QUESO QUATTROCENTO GRANAROLO 1 KG (CAJA),1,kg,QUESOS
104535400,QUESO QUATTROCENTO RUEDA GRANAROLO 38 KG (CAJA),38,kg,QUESOS
150000792,QUESO RALLADO HEBRAS LANALHUE 500 G (CAJA 8),500,g,QUESOS
104547710,QUESO RALLADO PARMESANO Y ROMANO 226GR (CAJA 12),226,gr,QUESOS
150000793,QUESO RALLADO SEMIFINO LANALHUE 500 G (CAJA 8),500,g,QUESOS
104519090,"QUESO REGGIANITO LA PAULINA 7,5 KG (CAJA)","7,5",kg,QUESOS
104535110,QUESO RICOTTA IQF GRANAROLO 2 KG (CAJA 6),2,kg,QUESOS
104540180,QUIFARO CAROZZI 5 KG (CAJA 2),5,kg,ABARROTES
104540350,QUIFAROS CAROZZI 400 G (DISPLAY 30),400,g,ABARROTES
102200084,QUIFAROS DON VITTORIO 400 G NV (CAJA 12),400,g,ABARROTES
104532130,QUINOA BLANCA ZANAFOODS 1 KG (CAJA 10),1,kg,ABARROTES
104532140,QUINOA TRICOLOR ZANAFOODS 1 KG (CAJA 10),1,kg,ABARROTES
201700286,RAMITAS QUESO 10X8X42G (CAJA 80),42,g,ABARROTES
201700457,RAMITAS QUESO 230G (CAJA 15),230,g,ABARROTES
201700288,RAMITAS QUESO MARCO POLO 75X42G (CAJA 75),42,g,ABARROTES
201700458,RAMITAS SAL 230G (CAJA 15),230,g,ABARROTES
201700287,RAMITAS SALADAS MARCO POLO 75X42G (CAJA 75),42,g,ABARROTES
150001770,RAVIOLES DE CARNE CAROZZI 400 G (CAJA 12),400,g,ABARROTES
104343310,RECORTE DE VACUNO GRASA WAGYU (CAJA),,,CARNES
104518900,REINETA FILETE S P S E 1KG 200 400 G IMP (CAJA 5),,p,PESCADOS Y MARISCOS
104534300,REINETA FILETE S PIEL 100 400GR NAC IQF (CAJA 10),400,gr,PESCADOS Y MARISCOS
104549600,REINETA FILETE S PIEL 200 400 GR (CAJA 10),400,gr,PESCADOS Y MARISCOS
104549430,REJILLA CHOCOLATE ALMENDRAS 80 G (CAJA 70),80,g,BOLLERÍA Y PASTELERIA
104539870,REJILLA DAMASCO POPPIES 75 G (CAJA 45),75,g,BOLLERÍA Y PASTELERIA
104529000,REJILLA DE MEMBRILLO PAGNIFIQUE 48 G (CAJA 120),48,g,BOLLERÍA Y PASTELERIA
104539030,RELLENO CHOC SCHOKATA CSM 5KG (UNIDAD),5,kg,REPOSTERIA
104538960,RESERVA DE TIERRA TAZZA CAPPUCCINO CAJA (CAJA 6),,,CAFE Y BEBIDAS CALIENTES
104524220,REVOLVEDOR MADERA 14 CM 100 UDS (CAJA 10),14,cm,EMPAQUES
105201320,REVOLVEDOR MADERA 14 CM 1000 UDS (CAJA 1000),14,cm,EMPAQUES
102200085,RIGATONE DON VITTORIO 400 G NV (CAJA 12),400,g,ABARROTES
104540360,RIGATONI CAROZZI 400 G (DISPLAY 30),400,g,ABARROTES
102310250,"ROCHER T 3 37,5 G (CAJA 6)","37,5",g,ABARROTES
150000648,ROLLO ALUMINIO 30 CM X 100 M (UNIDAD),30,cm,UTENSILIOS Y SUMINISTROS
104537940,ROLLO DE CANELA GLASEADO 114 G (CAJA 63),114,g,BOLLERÍA Y PASTELERIA
105200920,ROLLO FILM 30 CM X 1400 M (UNIDAD),30,cm,UTENSILIOS Y SUMINISTROS
150000698,ROLLO FILM 38 CM X 1400 M (UNIDAD),38,cm,UTENSILIOS Y SUMINISTROS
150000699,ROLLO FILM 45 CM X 1400 M (UNIDAD),45,cm,UTENSILIOS Y SUMINISTROS
105000600,ROLLO FILM 45 CM X 600 M (UNIDAD),45,cm,UTENSILIOS Y SUMINISTROS
104543400,ROMERO 227 G BADIA (CAJA 6),227,g,SALSAS Y CONDIMENTOS
104542710,"ROSTI BITES 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
104544720,"ROSTIK TRIANGULO AVIKO 2,5 KG 63 G (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
201700593,RUSTICAS CAMOTES 12X150G (CAJA 12),150,g,ABARROTES
201700590,RUSTICAS VEGETALES 12X150G  (CAJA 12),150,g,ABARROTES
104543410,SAL CON AJO 907 G BADIA (CAJA 6),907,g,ABARROTES
104538520,SAL DE MAR FINA LOBOS 900 G (CAJA 12),900,g,ABARROTES
150000578,SAL DE MAR GOURMET LOBOS 800 G (CAJA 12),800,g,ABARROTES
104526090,SAL FINA 1 KG (CAJA 10),1,kg,ABARROTES
150000579,SAL FINA LOBOS 1 KG (CAJA 10),1,kg,ABARROTES
104522190,SAL MINI PORCION RELKON 1 G (CAJA 2000),1,g,ABARROTES
104533760,SAL ROSADA HIMALAYA GRUESA LOBOS 400 G (CAJA 10),400,g,ABARROTES
104528740,"SALAME ITALIANO LAMINAD SAN JORGE 1,6 KG (CAJA 12)","1,6",kg,FIAMBRERIA
104549740,SALAME ITALIANO PF 100 GR (CAJA 12),100,gr,ABARROTES
150000581,SALERO LOBOS 500 G (CAJA 15),500,g,ABARROTES
150000582,SALERO PARRILLERO LOBOS 750 G (CAJA 15),750,g,ABARROTES
104519860,SALMON AHUMADO LAMINADO 500G CONG (CAJA 10),500,g,PESCADOS Y MARISCOS
104528170,SALMON AHUMADO RECORTE  500G CONG (CAJA 10),500,g,PESCADOS Y MARISCOS
104544900,SALMON FILETE IND B T D KG CONG (CAJA),,kg,PESCADOS Y MARISCOS
104549460,SALMON FILETE PREMIUM T E S PIEL 3 4 LB (CAJA),,,PESCADOS Y MARISCOS
104544910,SALMON FILETE PREMIUM TD C PIEL 2 3LB K (CAJA),3,k,PESCADOS Y MARISCOS
104548010,SALMON FILETE PREMIUM TD C PIEL 3 4LB K (CAJA),4,k,PESCADOS Y MARISCOS
104543090,SALMON FILETE PREMIUM TD C PIEL FRESCO (CAJA),,,PESCADOS Y MARISCOS
104543060,SALMON FILETE PREMIUM TE S PIEL 2 3LB KG (CAJA),3,kg,PESCADOS Y MARISCOS
104543080,SALMON FILETE PREMIUM TE S PIEL FRESCO (CAJA),,,PESCADOS Y MARISCOS
104548090,SALMON FILETE T D C PIEL 2 3LB KG (CAJA),3,kg,PESCADOS Y MARISCOS
104548100,SALMON FILETE T D C PIEL 3 4 LB KG (CAJA),,kg,PESCADOS Y MARISCOS
104543510,SALMON PORCION C PIEL 150 200 GRS IVP (CAJA),200,grs,PESCADOS Y MARISCOS
104543520,SALMON PORCION S PIEL 150 200 GRS IVP (CAJA),200,grs,PESCADOS Y MARISCOS
201200011,SALSA AJI DON JUAN 900 G RRP (CAJA 15),900,g,SALSAS Y CONDIMENTOS
102500004,SALSA ARRABBIATA BARILLA 400G (CAJA 6),400,g,SALSAS Y CONDIMENTOS
201222940,SALSA BARBACOA 1 KG (CAJA 12),1,kg,SALSAS Y CONDIMENTOS
104531600,SALSA BARBACOA CAROZZI 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104528870,"SALSA BARBACOA HEINZ 6,8 KG (CAJA 2)","6,8",kg,SALSAS Y CONDIMENTOS
150000159,SALSA BARBACOA HELLMANNS 1 KG (CAJA 8),1,kg,SALSAS Y CONDIMENTOS
102500003,SALSA BASILICO BARILLA ALBAHACA 400G (CAJA 6),400,g,SALSAS Y CONDIMENTOS
102500007,SALSA BOLOGNESE BARILLA 400G (CAJA 6),400,g,SALSAS Y CONDIMENTOS
104521590,SALSA CARAMELO 1 L (CAJA 10),1,l,REPOSTERIA
104548490,SALSA CHILI 1 KG (CAJA 8),1,kg,CARNES
104521580,SALSA CHOCOLATE 1 L (CAJA 10),1,l,REPOSTERIA
101820108,SALSA CHOCOLATE HERSHEY'S 680 G (CAJA 24),680,g,REPOSTERIA
104522390,"SALSA DE CARAMELO TORANI 1,89 L (UNIDAD)","1,89",l,CAFE Y BEBIDAS CALIENTES
104522320,"SALSA DE CHOCOLATE TORANI 1,89 L (UNIDAD)","1,89",l,CAFE Y BEBIDAS CALIENTES
104539370,SALSA DE OSTRA SUREE 690 ML (CAJA 12),690,ml,SALSAS Y CONDIMENTOS
150000388,SALSA ESPANOLA MACROFOOD 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104521600,SALSA FRAMBUESA 1 L (CAJA 10),1,l,REPOSTERIA
104534900,SALSA FRAMBUESA S SEMILLAS MACROFOOD 1LT (CAJA 10),1,lt,REPOSTERIA
150000988,SALSA HUMO LIQUIDO GOURMET 165 G (CAJA 24),165,g,SALSAS Y CONDIMENTOS
150000989,SALSA INGLESA GOURMET 1 L (CAJA 6),1,l,SALSAS Y CONDIMENTOS
102500005,SALSA NAPOLETANA BARILLA 400G (CAJA 6),400,g,SALSAS Y CONDIMENTOS
102500008,SALSA OLIVE BARILLA 400G (CAJA 6),400,g,SALSAS Y CONDIMENTOS
102500090,SALSA OLIVE BARILLA 400G (CAJA 6),400,g,SALSAS Y CONDIMENTOS
104530570,"SALSA PICANTE BUFFALO WING 3,79 L (CAJA 4)","3,79",l,SALSAS Y CONDIMENTOS
104525130,SALSA PIZZA POMAROLA 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104544760,SALSA PIZZA POMAROLA 3 KG (CAJA 6),3,kg,SALSAS Y CONDIMENTOS
104545220,SALSA QUESO CHEDDAR BOLSA 3 KG (CAJA 6),3,kg,SALSAS Y CONDIMENTOS
104512950,SALSA QUESO CHEDDAR BOLSA C DISPEN 4 KG (CAJA 4),4,kg,SALSAS Y CONDIMENTOS
104544090,SALSA QUESO CHEDDAR HELLMANNS 1 L (CAJA 12),1,l,SALSAS Y CONDIMENTOS
101200051,SALSA SOYA EDRA 500 CC (CAJA 12),500,cc,SALSAS Y CONDIMENTOS
105000300,SALSA SOYA KIKKOMAN 148 ML (CAJA 12),148,ml,SALSAS Y CONDIMENTOS
104542680,"SALSA SOYA KIKKOMAN 18,9 L (UNIDAD)","18,9",l,SALSAS Y CONDIMENTOS
150001843,SALSA SOYA NARCISUS 750 ML (CAJA 12),750,ml,SALSAS Y CONDIMENTOS
104530260,SALSA SOYA TRAVERSO 500 CC (CAJA 12),500,cc,SALSAS Y CONDIMENTOS
104534160,SALSA SRIRACHA CHILI HENS BOTELLA 793GR (CAJA 12),793,gr,SALSAS Y CONDIMENTOS
104530760,SALSA TABASCO HOT 60 ML (CAJA 24),60,ml,SALSAS Y CONDIMENTOS
104525490,SALSA TOMATE 200 G (CAJA 36),200,g,SALSAS Y CONDIMENTOS
104548780,SARTEN TEFLON ALUMINIO 20CM (CAJA 6),20,cm,UTENSILIOS Y SUMINISTROS
104548800,SARTEN TEFLON ALUMINIO 24CM (CAJA 6),24,cm,UTENSILIOS Y SUMINISTROS
104548810,SARTEN TEFLON ALUMINIO 28CM (CAJA 6),28,cm,UTENSILIOS Y SUMINISTROS
104548820,SARTEN TEFLON ALUMINIO 32CM (CAJA 6),32,cm,UTENSILIOS Y SUMINISTROS
104546970,SCHWEPPES ZERO LATA DISPLAY 6 UN 310 CC (CAJA 4),6,un,BEBIDAS
150000775,SEMILLA DE SESAMO BLANCA ALMIFRUT 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104540110,SEMILLA DE ZAPALLO ALMIFRUT 80 GR (CAJA 50),80,gr,SALSAS Y CONDIMENTOS
104544150,SEMOLA BARILLA 5 KG (UNIDAD),5,kg,ABARROTES
104512020,SEMOLA CAROZZI 1 KG (DISPLAY 12),1,kg,ABARROTES
104516390,SERVILLETA ECOLOGICA 1H 23X22CM 150 UN (CAJA 24),22,cm,HIGIENE Y LIMPIEZA
104523960,SERVILLETA GOURMET 1H 40X40 CM 50 UN (CAJA 12),40,cm,HIGIENE Y LIMPIEZA
104531440,SERVILLETA INTERFOLIADA 15X9CM 300 UN (CAJA 30),9,cm,HIGIENE Y LIMPIEZA
104530720,SERVILLETA MANTEL 2 H 40X40CM 100 UN (CAJA 24),40,cm,HIGIENE Y LIMPIEZA
104532730,SERVILLETA MESA EXCELLENCE 1H 500 UN (CAJA 9),500,un,HIGIENE Y LIMPIEZA
104532210,SERVILLETA RESTAURANT 1H 22X23CM 160 UN (CAJA 60),23,cm,HIGIENE Y LIMPIEZA
104532560,SERVILLETA RESTAURANT 1H 30X33CM 200 UN (CAJA 12),33,cm,HIGIENE Y LIMPIEZA
104534120,SESAMO NEGRO ALMIFRUT 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104527680,SET CAFE 2 PIEZAS (CAJA 200),,,EMPAQUES
104533820,SET CUBIERTOS 4 PIEZAS (CAJA 500),,,EMPAQUES
201700361,SNACK MIX MARCO POLO 290G (CAJA 10),290,g,ABARROTES
201700292,SNACK MIX MARCO POLO 60X45G (CAJA 60),45,g,ABARROTES
104516510,SOBRECOSTILLA CAT V VACIO BRASIL (CAJA),,,CARNES
104539670,SOBRECOSTILLA PORC CAT V VACIO PARAGUAY (CAJA),,,CARNES
104539920,SOPA CARNE CON FIDEOS CAROZZI 1 KG (CAJA 10),1,kg,ABARROTES
104539930,SOPA CARNE CON SEMOLA CAROZZI 1 KG (CAJA 10),1,kg,ABARROTES
104539940,SOPA SABOR POLLO CON FIDEOS CAROZZI 1 KG (CAJA 10),1,kg,ABARROTES
104540430,SOPAIPILLA LISTA CONG SALVIA 6CM 2X60UN (CAJA 2),6,cm,PAPAS Y APERITIVOS
104543120,SOPAIPILLAS 12CM MASSFOOD 65G 20UN (CAJA 16),12,cm,PAPAS Y APERITIVOS
201200163,SOYA DON JUAN 4 X 5 LITROS (CAJA 4),5,litros,SALSAS Y CONDIMENTOS
104540210,SPAGHETTI 5 CAROZZI 400 G (DISPLAY 25),400,g,ABARROTES
104540300,SPAGHETTI 5 CAROZZI 5 KG (CAJA 2),5,kg,ABARROTES
102500021,SPAGHETTI N°5 BARILLA 500G (CAJA 24),500,g,ABARROTES
102200086,SPAGHETTI N°5 DON VITTORIO 400 G NV (CAJA 24),400,g,ABARROTES
102500018,SPAGHETTI N°5 INTEGRAL BARILLA 500G (CAJA 24),500,g,ABARROTES
102500016,SPAGHETTI N°5 S GLUTEN BARILLA 400G (CAJA 12),400,g,ABARROTES
102500020,SPAGHETTINI N°3 BARILLA 500G (CAJA 24),500,g,ABARROTES
102500019,SPAGHETTONI N°7 BARILLA 500G (CAJA 24),500,g,ABARROTES
104517680,"SPICY JACKET WEDGES AVIKO 2,5 KG (CAJA 4)","2,5",kg,PAPAS Y APERITIVOS
150001227,SPRITE LATA 6 UDS 350 CC (CAJA 4),350,cc,BEBIDAS
150001229,SPRITE ZERO LATA 6 UDS 350 CC (CAJA 4),350,cc,BEBIDAS
104528710,STEVIA LIQUIDA CERO K IANSA 250 ML (CAJA 16),,k,ABARROTES
104518070,STRUDEL MANZANA PAGNIFIQUE 56 G (CAJA 100),56,g,BOLLERÍA Y PASTELERIA
104527690,SUCEDANEO DE LIMON MINI RELKON 10 ML (CAJA 300),10,ml,ABARROTES
201230200,SUCEDANEO JUGO LIMON 5 L (CAJA 4),5,l,ABARROTES
201230120,SUCEDANEO JUGO LIMON 500 ML (CAJA 12),500,ml,ABARROTES
150000790,SUCEDANEO JUGO LIMON HERNANDEZ PLAZA 1 L (CAJA 12),1,l,ABARROTES
104534720,SUCEDANEO JUGO LIMON HERNANDEZ PLAZA 5 L (CAJA 2),5,l,ABARROTES
104528700,SUCRALOSA LIQUIDA IANSA CERO K 250 ML (CAJA 16),,k,ABARROTES
104522200,"SUCRALOSA MINI IANSA 0,5 G (CAJA 2000)","0,5",g,ABARROTES
104500810,"SUCRALOSA MINI ICB 0,5 G (CAJA 2000)","0,5",g,ABARROTES
104501190,"SUCRALOSA MINI LAVAZZA 0,5 G (CAJA 2000)","0,5",g,ABARROTES
